Epoch,EMD,CD,Top1acc,Top5acc,Clsave
1,0.005304539952464778,0.005055851477076008,0.5547001476201864,0.8128038671598249,0.49934883720930234
2,0.005259196659681773,0.004780595042658123,0.6256077624314028,0.8768233154059616,0.5616104651162791
3,0.004659245879568084,0.0044591014292279275,0.6726093843361933,0.9064019229172501,0.6153255813953489
4,0.0048197585303863194,0.004499734943789063,0.6896272094096125,0.9096434133269219,0.6425232558139535
5,0.00436668096561775,0.0042899437342779805,0.7098865280927097,0.9242301250006429,0.6690174418604651
6,0.004331527498898783,0.004397966452131067,0.6762560604674503,0.9209886316203993,0.6378488372093023
7,0.004233577601479912,0.004381017171486159,0.7119124595021507,0.9303079204485907,0.6797093023255814
8,0.004485266685316508,0.004320247606797652,0.6977309392617239,0.925850869625855,0.6610174418604652
9,0.004115927376492758,0.00432882260183117,0.7175850710156865,0.938816834404171,0.6768139534883721
10,0.004001651373174455,0.004260196722103189,0.7135332062164234,0.9392220226736857,0.6732093023255814
11,0.0039339136859082215,0.004155351625134547,0.7273095405541324,0.9380064628885476,0.6908313953488372
12,0.003982303492405048,0.004337690034504942,0.7139383943289567,0.9363857182633355,0.6775930232558139
13,0.003915185393351648,0.004200961142119886,0.7301458457493898,0.946515379162623,0.6830872093023256
14,0.0040302088183134495,0.004236251644959504,0.7309562187986011,0.9477309372571917,0.6940406976744187
15,0.003941858977530942,0.004150115487382117,0.7321717809988382,0.9440842596406488,0.7047093023255814
16,0.0036657796090826243,0.004167703509500081,0.7358184570093402,0.9574554121088557,0.7002441860465116
17,0.003811511549759995,0.004106329102539504,0.7418962533146481,0.9457050071156778,0.7112499999999999
18,0.003745515494503909,0.004183260270046315,0.7260939825561676,0.9489464969457259,0.69475
19,0.0036204272170899192,0.004149520151185418,0.7362236429845108,0.9469205628434495,0.7036976744186048
20,0.0036454449967490603,0.004172765983814242,0.7224473097939739,0.9501620556682203,0.6966802325581396
21,0.0036246627663271596,0.004148119296220065,0.7366288306381753,0.9534035483480853,0.6999593023255815
22,0.00378511925792378,0.0040933493585937255,0.747568860927799,0.9578605991708208,0.7142732558139535
23,0.004229400861970704,0.004075473240303873,0.7374392012481364,0.9465153773029967,0.7061627906976745
24,0.003845077666519868,0.004033340677393206,0.7479740474101404,0.951377614125054,0.7255813953488373
25,0.0038630116255859836,0.004033197550046624,0.7702592961502229,0.956239853965985,0.7314360465116279
26,0.0038482933070021447,0.004098149632677586,0.7378443886119891,0.9534035471405357,0.712767441860465
27,0.003761051916470281,0.0041417862062878685,0.7459481163267379,0.9534035477684615,0.7130348837209302
28,0.00359473747173042,0.004030439452352849,0.7431118117594062,0.9570502265684029,0.7045755813953487
29,0.003576492413295188,0.004026203825505394,0.7601296397067933,0.9611020895804926,0.7271046511627908
30,0.0034913676061827425,0.004099587651176585,0.7374392001975684,0.9534035521156398,0.7109593023255814
31,0.0037484464724783346,0.004141470645507327,0.7467584854514131,0.9538087337436321,0.7117209302325581
32,0.00358448779643184,0.004043562090814565,0.7390599487473165,0.9602917175818494,0.7139941860465117
33,0.0035507595566374186,0.004073579287664456,0.7483792343996526,0.9554294795522427,0.718360465116279
