Epoch,EMD,CD,Top1acc,Top5acc,Clsave
1,0.007073153972136553,0.005529288926886188,0.7880874958426678,0.9428687014977781,0.7576279069767441
2,0.00709625825078951,0.005132113202390346,0.7917341728312849,0.9461101925112246,0.7630813953488372
3,0.007118052751239803,0.004901417714515419,0.7909238020401913,0.9432738881008745,0.7615813953488372
4,0.007069735510293582,0.004712234206516484,0.799837904893212,0.9521879903501205,0.7718313953488372
5,0.007323696720178681,0.004647543155258954,0.7893030550481821,0.9489464969215748,0.7589244186046511
6,0.007148548462098897,0.0047427453923819946,0.8091571852685566,0.9619124645980096,0.7789476744186047
7,0.007049848715953454,0.004550327965519344,0.8099675603102247,0.9574554131714993,0.7783255813953488
8,0.006900321428823953,0.004655204687474502,0.7961912248615701,0.9550242923453716,0.7618837209302326
9,0.007018329956653443,0.004575747829589127,0.810777931680942,0.9582657869814667,0.7769476744186047
10,0.006918869324668188,0.004510675110111032,0.8128038665077482,0.9627228378042023,0.7788313953488372
11,0.007006152565920293,0.0043861836035067985,0.8148297989194552,0.9611020915367229,0.7836220930232558
12,0.006993523337925324,0.004483988282806946,0.814019426920812,0.96596432835878,0.7807848837209301
13,0.0070224323291143385,0.0043841658461124,0.8205024119665789,0.9728524988000937,0.7878255813953489
14,0.006892891708911971,0.004410269185712542,0.8237438993573768,0.9708265669921615,0.7902325581395349
15,0.007020645299832327,0.004419883021689726,0.8273905793890188,0.9700161937859688,0.7918604651162792
16,0.007003491988988838,0.0043354733456678765,0.8290113234104561,0.9744732446087044,0.7908546511627906
17,0.007186882644703593,0.004386355011545197,0.8277957647845656,0.9712317522428024,0.7934825581395348
18,0.006945452681093505,0.004281913824003152,0.8277957605822932,0.9712317546579015,0.7866860465116279
19,0.006985761394554918,0.004327474246648225,0.8261750165608559,0.9700161949935183,0.7907267441860465
20,0.007031314305471953,0.0043317787866625525,0.8229335249677856,0.971231753450352,0.7905290697674419
21,0.0069995163281382335,0.00428268673472257,0.8253646445863637,0.9700161942448376,0.7872209302325581
22,0.007121221637447374,0.004275893176331966,0.8290113209712061,0.9700161937859688,0.7942267441860464
23,0.007071166021768192,0.0041562086276973435,0.8282009502042634,0.9736628714025117,0.7879709302325582
24,0.006896640729121488,0.004193409315470343,0.8350891170229285,0.9740680586093828,0.7969593023255814
25,0.006921720277104113,0.0041466854733763015,0.8342787426091863,0.9748784318155755,0.8034767441860465
26,0.006917593991289837,0.004205732785090051,0.8277957636011671,0.9728524998627374,0.7857209302325582
27,0.006998941194115564,0.004184421041340689,0.831037253431215,0.9764991788317358,0.78975
28,0.007194642974722265,0.004149594393587022,0.8367098610202149,0.9732576854031901,0.7985523255813953
29,0.00693242083952734,0.004147509237600848,0.8346839316032307,0.977309550830379,0.8002209302325582
30,0.006913731669574374,0.004196422673159778,0.8350891182063271,0.977309550830379,0.7981860465116278
31,0.006839893838259006,0.004219038275569075,0.8371150512459599,0.9769043658937009,0.794796511627907
32,0.006826004300341763,0.004121350493714816,0.8395461702366123,0.9777147380372501,0.8043779069767443
33,0.007042477551772438,0.004212073716005743,0.8277957635770161,0.9724473120520915,0.7903488372093023
34,0.0068682236361759475,0.004236530801845771,0.8290113246180056,0.9756888054806371,0.794093023255814
35,0.0069941551697374595,0.004090973545298583,0.8363046762042919,0.9769043654348321,0.7992906976744186
36,0.006934916346587918,0.004110094409134954,0.8342787432129611,0.9760939916248647,0.8023837209302325
37,0.007010909620521947,0.004118779598914012,0.8346839303956812,0.9752836188775407,0.7969186046511628
38,0.006879869331088331,0.0040438881760105645,0.8431928436267317,0.9744732452124792,0.8048372093023255
39,0.006912600691195088,0.004099336057675608,0.8322528089657788,0.9760939914799587,0.7990116279069767
40,0.00687098116472815,0.004045501015045577,0.8407617294662776,0.9748784328782192,0.8030058139534884
41,0.006913854185529429,0.0040479131499211295,0.8452187784535379,0.9756888048768623,0.8118372093023257
42,0.0068159467738234635,0.004056092236435624,0.840761725843629,0.9781199240365717,0.8006220930232558
43,0.00700664192419311,0.004109758603847539,0.8391409812184168,0.977309550830379,0.8034186046511629
44,0.006807807188556351,0.004097863878923083,0.842787658231185,0.9756888054806371,0.8019534883720929
45,0.006908332675018094,0.004037452071453586,0.8452187778497631,0.9789302978465391,0.8109593023255813
46,0.006908083113493642,0.0040668183255639645,0.8431928472493804,0.9793354838458607,0.8031337209302325
47,0.0067839631951893825,0.004030583816759213,0.8472447102856211,0.9752836178148971,0.8115406976744186
48,0.006939192862259318,0.004029342758873797,0.8488654536549817,0.9789302972427644,0.8123255813953488
49,0.006913893540963681,0.004011543547602916,0.838330608615999,0.976499178083055,0.8024593023255815
50,0.006902459947712192,0.004003461629077039,0.8379254202015782,0.977309550830379,0.8
51,0.007112133551878158,0.003983644538116876,0.8379254232446031,0.976499178227961,0.8035058139534884
52,0.006928809222323124,0.003981271577585075,0.8411669136301239,0.9781199244954405,0.8101744186046511
53,0.006993816704536328,0.0039801752462870245,0.8452187784535379,0.9789302972427644,0.8051627906976744
54,0.007067731802699843,0.003947748372218374,0.8508913884817878,0.9797406704489571,0.808906976744186
55,0.006869188001887364,0.003981657904770338,0.8391409824259664,0.978525110639668,0.7993662790697674
56,0.006770153830975595,0.004035739044687061,0.8403565422352555,0.9777147380372501,0.8002034883720931
57,0.006943311128351424,0.003981092893001106,0.844813588227793,0.9797406698451823,0.807203488372093
58,0.006743237493804308,0.003989102417659579,0.8484602676556601,0.9777147374334753,0.8068662790697674
59,0.006698972437380239,0.003989359871907668,0.8533225038739426,0.9797406704489571,0.8113197674418604
60,0.006853581415583389,0.003992346823309558,0.8484602676556601,0.9769043648310574,0.8098313953488372
61,0.006876668013218377,0.00397206530812187,0.8452187760384388,0.9781199246403464,0.8061686046511628
62,0.00686020189614007,0.003969469451053877,0.848865453051207,0.9781199240365717,0.8117034883720929
63,0.00673225082250105,0.003959473356548132,0.8419772850491433,0.9789302984503139,0.8083313953488371
64,0.0072457554157484665,0.0039276330299073394,0.8440032186442488,0.9781199246403464,0.8050348837209302
65,0.006948573143230845,0.003935421372509815,0.8508913872742382,0.9801458576558282,0.8134476744186045
66,0.006867632025269547,0.003887286755453908,0.8472447072425963,0.9789302978465391,0.8087499999999999
67,0.006800196095924787,0.00392269555977875,0.8484602670518854,0.9789302978465391,0.8127848837209303
68,0.006878629411486062,0.003896981374257141,0.8444084052714962,0.9793354850534102,0.8096220930232558
69,0.006718963445775738,0.003910646404638284,0.8476498950532422,0.978525110639668,0.8119127906976743
70,0.006811596288562122,0.003892497909772727,0.8484602694911354,0.9777147386410248,0.8104127906976746
