Epoch,EMD,CD,Top1acc,Top5acc,Clsave
1,0.007261282966632133,0.0056725643913854255,0.7811993284202279,0.9400323982949774,0.7509767441860464
2,0.007169628990908163,0.00540978161411153,0.7844408182019739,0.9440842607032924,0.7491046511627907
3,0.007186974666899804,0.00494586963752153,0.7901134294619243,0.9469205657174173,0.7590058139534884
4,0.0070843730460513725,0.004810500939404874,0.7953808534425507,0.9562398551735345,0.758703488372093
5,0.007257980666113923,0.004844155515346563,0.7974067840912353,0.950162059145963,0.7679186046511627
6,0.007096548465955438,0.00465754399574691,0.8010534634708005,0.9582657857739172,0.7658313953488373
7,0.006904257235653473,0.00476671137019164,0.8071312576870477,0.9566450417766308,0.7684825581395349
8,0.007073112725835256,0.004668077004772395,0.7949756662839815,0.9542139227618275,0.7634244186046512
9,0.007309950587123332,0.0045737258106884025,0.8042949508615985,0.9566450395064378,0.7721627906976745
10,0.007355826662270108,0.004407998644793877,0.8119934933257065,0.9688006350393233,0.7792732558139536
11,0.00725826859060261,0.004470516247862969,0.8115883091135582,0.9578606009821451,0.7786569767441861
12,0.0068727729964361646,0.004540287755486189,0.8095623755184526,0.9578606009821451,0.7793720930232558
13,0.006980217132491596,0.00433280190095456,0.8184764747246738,0.9643435830090382,0.7824883720930232
14,0.007038368057986402,0.004367759201976687,0.8225283401518625,0.9700161948486125,0.7835174418604651
15,0.00697874692691998,0.00439452842781038,0.8144246105533365,0.9615072773911385,0.7810348837209302
16,0.007004403584458009,0.004550591819082396,0.8115883061188354,0.9598865327900774,0.7825348837209302
17,0.007262886299591775,0.004650501715433266,0.7953808534667016,0.9550242953642454,0.7645813953488372
18,0.0071972361107291,0.004616393658304305,0.8067260692967781,0.9639383971546226,0.7775697674418605
19,0.0070672014191972485,0.0044490771645661256,0.823743896362654,0.9692058205797761,0.7892325581395349
20,0.007025811388486564,0.004328984713106595,0.8265802061828261,0.9728524988000937,0.7898546511627907
21,0.006959664804691618,0.004368550515724252,0.8221231517374419,0.970826565784612,0.7877790697674418
22,0.007289583009263181,0.0043107859174147094,0.8294165081780772,0.973257685862059,0.7996802325581396
23,0.007080654011606568,0.004286375835142804,0.8245542695446957,0.9700161942448376,0.7914767441860466
24,0.0071440538617246075,0.004150744280636762,0.8367098664541879,0.9740680592131576,0.8046802325581396
25,0.006965158154454195,0.004292033894947081,0.8265802025843285,0.9720421261976758,0.7900232558139535
26,0.006995485418222167,0.00431017595286848,0.8196920363452871,0.9671798892307127,0.7826104651162791
27,0.007093531074886671,0.004331801994468527,0.8241490841732999,0.9716369414059037,0.7921511627906976
28,0.007176991895480891,0.004350291800243084,0.8277957617898428,0.9708265688034858,0.7936046511627908
29,0.007018746958688052,0.0042249453465708275,0.8298216942257007,0.9728525000076433,0.7947732558139535
30,0.006980487239556481,0.004238996793506573,0.8326579973801994,0.9744732468788976,0.7978023255813953
31,0.007295931854068932,0.004324188789898398,0.8302268820121956,0.9708265669921615,0.7975988372093024
32,0.0072759280752654025,0.0041464958363447825,0.8399513532412111,0.9764991788317358,0.806186046511628
33,0.007232769510022017,0.004140360572497652,0.8342787438167358,0.973662873213836,0.8034709302325582
34,0.007116145783602589,0.0042552326316710075,0.830632068615292,0.9716369406572231,0.7946046511627907
35,0.00712859257585322,0.004204952054553562,0.8302268808287971,0.973662873213836,0.8003546511627906
36,0.0070672274350818964,0.0041356118739290975,0.8363046762284428,0.9756888050217682,0.802936046511628
37,0.007355404509739442,0.00413258085403629,0.8444084070828204,0.9777147380372501,0.812046511627907
38,0.007172994452030069,0.004126958930018273,0.8334683730256423,0.9764991788317358,0.7964302325581395
39,0.007074319494116788,0.004123156742108139,0.8375202354339571,0.9769043648310574,0.8052209302325581
40,0.007175536473479235,0.004153852647339756,0.8322528126125784,0.975283618418672,0.7983488372093024
41,0.00711176571709038,0.004099870528649501,0.8399513556321591,0.9740680592131576,0.8053837209302326
42,0.006856836350352475,0.004174171192007083,0.8318476278208063,0.9736628726100612,0.798970930232558
43,0.006888614591173452,0.004139348777537846,0.8383306092439247,0.9781199240365717,0.802546511627907
44,0.006861723324453289,0.004113317194460619,0.841166913026349,0.9764991788317358,0.7990813953488372
45,0.007054002292341355,0.0041113975881175565,0.8371150530572842,0.9777147380372501,0.8023372093023255
46,0.006982311855700582,0.0040969551714946225,0.8435980320411525,0.976499178227961,0.8080872093023256
47,0.006727924194149297,0.004135596159036563,0.8375202348301825,0.9781199240365717,0.7985813953488373
48,0.006806326808991155,0.004066661134305777,0.8403565422594065,0.9773095526417032,0.8093023255813954
49,0.0071113224263594605,0.004033178775430177,0.8354943066448988,0.9769043652899262,0.7967616279069768
50,0.0069367566399953584,0.0040802654311662976,0.8391409818463426,0.9760939920837335,0.8034186046511629
51,0.006809951977409197,0.004110968707016472,0.8395461678456642,0.9777147380372501,0.8044651162790698
52,0.0069376567585600745,0.004064675940275945,0.8508913891097135,0.9789302972427644,0.816953488372093
53,0.006837569468776987,0.0040853527148790435,0.838735793431922,0.9756888062293178,0.8086802325581395
54,0.006870555710235629,0.004071072275477527,0.8399513550283844,0.9785251110985368,0.8037558139534884
55,0.007150720508599823,0.0040308923173620545,0.8488654560942318,0.9777147380372501,0.8117906976744187
56,0.006856961001764343,0.004033268149471795,0.8358994889974207,0.9760939914799587,0.8038837209302325
57,0.006711117302378018,0.00406972583232805,0.8423824728356382,0.9781199246403464,0.8066162790697673
58,0.006933699474867546,0.004077880953749021,0.8480550810767148,0.9764991798943793,0.8145755813953489
59,0.0068562706001102924,0.004023279688988972,0.8444084058511199,0.9789302978465391,0.8098779069767442
60,0.0068402045707434715,0.004029294631133477,0.8456239638732357,0.9773095518930225,0.8135872093023255
61,0.0070063745311339095,0.00408843542787839,0.8379254238483779,0.9764991792906046,0.8097616279069767
62,0.006930378068125609,0.00406008856747337,0.8472447084742968,0.9773095518930225,0.8138372093023257
63,0.006923957417408626,0.004046950825593538,0.85413288012316,0.9769043648310574,0.8153255813953489
64,0.006646024453632458,0.004048621615940573,0.849675830483823,0.9777147386410248,0.8114127906976745
65,0.006902140264182982,0.003997240906976389,0.8444084070586695,0.9777147380372501,0.8109593023255813
66,0.006806852178403524,0.003997031982630642,0.847649895657017,0.9769043648310574,0.8128779069767443
67,0.006835632614151697,0.003971440364804232,0.8484602700949102,0.9793354844496355,0.8138662790697673
68,0.006862755987153511,0.0039953332314399456,0.8525121336866237,0.9789302995129574,0.8217093023255814
69,0.006807492980075003,0.003985029353637888,0.8431928436508828,0.9785251112434428,0.8128372093023255
70,0.006836740389428657,0.00395556612203669,0.8512965750848841,0.9793354849085043,0.8172093023255815
71,0.006731906929288549,0.003972650131662235,0.8512965756886589,0.9789302972427644,0.8144069767441859
72,0.0066040218337391965,0.003970672404675773,0.8492706444845014,0.9793354861160538,0.8109593023255813
73,0.006946141304768095,0.003944714494858577,0.842382475854512,0.9793354849085043,0.8092906976744185
74,0.0066790343168182205,0.003907398344252748,0.8517017605045819,0.9785251117023116,0.8166220930232558
75,0.006785014644265175,0.003940720169927285,0.8448135912466668,0.9785251118472175,0.8144651162790698
76,0.0066270420064378265,0.003921895621890071,0.8484602688632097,0.9781199246403464,0.81525
77,0.006745201930629484,0.003930300744626709,0.8517017598766562,0.9801458564482787,0.8154941860465115
78,0.006659878337887501,0.00392619271602745,0.8480550846752124,0.9781199240365717,0.8162499999999999
79,0.006691813605338937,0.003935173287931265,0.8525121354979479,0.978525110639668,0.8163255813953489
80,0.006590270677186323,0.0039096909053059235,0.8521069476873021,0.9797406709078259,0.8171162790697675
81,0.006697511013521991,0.003923062324486297,0.8529173190821705,0.9793354838458607,0.8164476744186047
82,0.006707446522672068,0.0038988662676678765,0.8533225074965911,0.9789302972427644,0.8177441860465116
83,0.006671112218890527,0.003876303807089124,0.8500810146718203,0.9797406704489571,0.8140813953488373
84,0.006651307112828951,0.0038865206250450527,0.8484602706745339,0.9773095514341537,0.8103313953488371
85,0.006605003998059817,0.0038888490631837735,0.8517017599008072,0.9793354838458607,0.8168255813953488
86,0.006604411220648373,0.003894957669098118,0.8545380648907811,0.9793354844496355,0.8174941860465117
87,0.0066441936380784924,0.003910077432396285,0.8529173185025467,0.9805510436551498,0.820203488372093
88,0.006635530000420833,0.003898023860529065,0.850081015299746,0.9789302983054079,0.8142093023255814
89,0.006613136570185724,0.00388865704375385,0.8533225044777173,0.9793354844496355,0.814656976744186
90,0.006659633371828481,0.0038623596127662393,0.8541328788914595,0.9801458576558282,0.8152441860465116
91,0.006690850519020148,0.0038848408601350254,0.8512965745052603,0.9781199246403464,0.8138662790697675
92,0.006576891028971383,0.003893049471456595,0.8525121324790741,0.9797406710527318,0.8113662790697674
93,0.006607240446927873,0.0038651623904253497,0.8553484393045234,0.9805510436551498,0.8193255813953488
94,0.0065945310546367455,0.003874319064609631,0.8553484374931991,0.9801458576558282,0.8203255813953488
95,0.0066183331620061035,0.0038786086517226216,0.856969185113134,0.9817666040682136,0.8234127906976744
96,0.006618597055550175,0.003894111207413553,0.8553484374931991,0.9797406710527318,0.8185755813953488
97,0.006603150134623954,0.0038685569459704135,0.8553484417196224,0.9789302972427644,0.8184941860465116
98,0.006677483763508123,0.003872046738656031,0.8569691863206835,0.9789302984503139,0.8196162790697674
