Epoch,EMD,CD,Top1acc,Top5acc,Clsave
1,0.003899466824915373,0.00364517930641093,0.8533225044777173,0.9744732464200287,0.8124709302325581
2,0.003923871528564228,0.0035702459104923587,0.8577795528853539,0.9777147380372501,0.8188313953488373
3,0.003915357777397289,0.0035835336117694774,0.8517017586691067,0.9748784336268999,0.8120581395348836
4,0.00388183772112384,0.0034096120866109626,0.8622366031043147,0.9797406698451823,0.8216569767441861
5,0.00382481398286693,0.003411573442545804,0.8610210445025752,0.9797406698451823,0.8196627906976743
6,0.0038792222874671823,0.003258876163851131,0.8670988417376961,0.980551043051375,0.8259476744186047
7,0.0038432311007959973,0.0034083305514709217,0.866288469739053,0.9793354838458607,0.8279941860465116
8,0.0038849886323353558,0.003322329358056639,0.8675040283407925,0.9817666028606641,0.8261918604651163
9,0.0037864616230092567,0.0033004616453039524,0.8666936587572485,0.9813614162575677,0.8264011627906976
10,0.003966329734527854,0.003277644839589343,0.8687195875463068,0.9817666028606641,0.8268604651162791
11,0.003872116637237445,0.0032590804104175833,0.8731766389728172,0.9821717894637604,0.8317325581395348
12,0.0038758141383754482,0.0032109051867566926,0.8699351456891775,0.9809562296544714,0.8284476744186046
13,0.003926652805842083,0.0032629811938739185,0.8650729112822194,0.9817666034644388,0.8246162790697674
14,0.00383103905349142,0.003189383265139027,0.8675040272781489,0.9821717894637604,0.824360465116279
15,0.00400447350635071,0.0032156901504618654,0.8699351449404968,0.9817666028606641,0.8287790697674418
16,0.0038638874168761754,0.003129509270586299,0.8711507029384616,0.9841977224792422,0.8286453488372093
17,0.0037727692597216427,0.003099397107055693,0.8703403303360436,0.9833873492730495,0.829232558139535
18,0.003846084466204047,0.0030921546488322997,0.8715558914977882,0.9813614162575677,0.8307732558139536
19,0.00381260769761572,0.003091744850436696,0.8723662641002061,0.9825769760668568,0.8284360465116279
20,0.0037913598552948295,0.003051801234239129,0.8747973829701036,0.9821717894637604,0.8332674418604651
21,0.0038204772181507913,0.0031139613317344526,0.8715558907491074,0.9825769760668568,0.8308546511627906
22,0.0037754280657291113,0.003106872666382579,0.8719610785597534,0.9829821626699531,0.8330639534883721
23,0.0037651795686946977,0.0030512096186290786,0.8703403309639695,0.9846029090823385,0.8310174418604651
24,0.0037595645237638795,0.003102643989177063,0.8735818245132699,0.9813614162575677,0.8364360465116277
25,0.004024887074142544,0.0030208414284079665,0.8752025701769747,0.9841977224792422,0.8351802325581396
26,0.003759716289362522,0.003020868631964079,0.8776336874046048,0.9841977224792422,0.8370930232558139
27,0.003739277698156057,0.003024458595918435,0.87074551693914,0.9821717894637604,0.8252674418604652
28,0.0037996608839191573,0.0029995370717399348,0.8788492465859681,0.9846029090823385,0.838720930232558
29,0.00372507978898633,0.0030220342691837238,0.878444059379097,0.9833873492730495,0.8332616279069768
30,0.0037491572291750196,0.0030398334781027805,0.8804699911870292,0.9833873492730495,0.8368837209302324
31,0.003691108702126928,0.0030700685644541124,0.8731766365577182,0.9817666034644388,0.8316860465116278
32,0.0037637862819011763,0.0030829058301569236,0.8711507041460111,0.9817666028606641,0.8306046511627907
33,0.0036790363862169813,0.0029823152945762633,0.8719610779559787,0.9841977224792422,0.8310988372093023
34,0.0038409924106390186,0.003016524821181189,0.8768233129667116,0.9825769760668568,0.8343488372093024
35,0.0037671651413683036,0.003011219563301314,0.871961076893335,0.9821717900675352,0.8297267441860466
36,0.0037810124946062013,0.002966261656973699,0.8752025685105563,0.9837925358761458,0.8370581395348836
37,0.003723124496055522,0.0029563267945754107,0.8752025709256553,0.9825769766706315,0.8340988372093022
38,0.0036769548003006765,0.0029698245796478456,0.8735818231608145,0.9825769766706315,0.8297267441860464
39,0.003824160450768441,0.0029419292296010134,0.8772284997147138,0.9837925358761458,0.8334651162790697
40,0.0036640862412186284,0.00297077017309464,0.8792544345415199,0.9825769766706315,0.8396744186046512
41,0.0037059348307060774,0.002914538851591072,0.8747973799753808,0.9829821632737279,0.8329302325581395
42,0.0037601544907448266,0.002974140043887827,0.8784440581715474,0.9833873492730495,0.837470930232558
43,0.003725138217718764,0.002974336604691214,0.8731766373063988,0.9825769766706315,0.8319302325581395
44,0.0037482766378106494,0.00297622465189885,0.8743921963911582,0.9829821632737279,0.8279651162790698
45,0.0037697183292810664,0.002951266131166256,0.8756077563212022,0.9829821626699531,0.8367151162790698
46,0.0038984714880247007,0.0029571183011725998,0.8772285014052832,0.9837925364799206,0.834
47,0.0037817233477276985,0.0029383480520636745,0.8796596185846113,0.9829821632737279,0.8340058139534884
48,0.0036620558780439275,0.002936670265038206,0.8768233125078427,0.9813614174651172,0.8349709302325582
49,0.003930394010938177,0.0029667058766753686,0.8764181281749395,0.9829821632737279,0.8343779069767441
50,0.0037964372001964637,0.002984498893240034,0.8735818213736412,0.9829821626699531,0.8265058139534883
51,0.0037600796980162463,0.0029387746401356926,0.8788492477935176,0.9817666034644388,0.8364651162790697
52,0.0035980780458435267,0.00292517456009683,0.8784440599828717,0.9829821626699531,0.8382151162790699
53,0.003629593082205063,0.002964253412710145,0.878444061794196,0.9841977224792422,0.8364244186046511
54,0.0038451195337028815,0.0028652396673957505,0.8812803662045462,0.9829821626699531,0.8352965116279071
55,0.0037981726469076943,0.0029004081599226204,0.8804699924187297,0.9829821626699531,0.8403837209302324
56,0.003788809985806695,0.0029414694008389206,0.879254434396614,0.9829821632737279,0.8374186046511628
57,0.0037985047410157595,0.002880595346931556,0.8780388721722259,0.9821717894637604,0.8342151162790696
58,0.0036502589678598773,0.002911431940667557,0.8804699905832544,0.9858184688916276,0.8347558139534883
59,0.003640292202959759,0.0028922891437141883,0.8776336880083795,0.9829821626699531,0.834093023255814
60,0.0037603620980687516,0.002870046484255881,0.8812803631856724,0.9833873498768242,0.8401744186046513
